 Zr  S   Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4623077274400844
  0.0000000000000004  0.5000000000000000  0.5376936043197990
  0.4999999999999999  0.5000000000000000  0.5467225020809949
 -0.0000000000000000 -0.0000000000000000  0.4532788552178827
  0.4999999999999999  0.5000000000000000  0.3676715693944641
  0.0000000000000000 -0.0000000000000000  0.6323297271979983
