 Ru  Se  Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4413687667585624
  0.0000000000000000  0.5000000000000000  0.5586311798665415
  0.4999999999999999  0.5000000000000000  0.5156012997649863
 -0.0000000000000000 -0.0000000000000000  0.4843986499973465
  0.4999999999999999  0.5000000000000000  0.3599965378973855
  0.0000000000000000 -0.0000000000000000  0.6400034592661463
