 Ti  N   F  
   2   1   2
Direct
  0.3333333333333336  0.6666666666666670  0.4452392512593536
  0.6666666666666669  0.3333333333333337  0.5547603544678831
  0.0000000000000004  0.0000000000000004  0.4999999972802278
  0.3333333333333337  0.6666666666666671  0.6185505822894011
  0.6666666666666665  0.3333333333333336  0.3814492998409179
