 Sc  O   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4557128445920383
  0.0000000000000000  0.4999999999999999  0.5442871600630048
  0.4999999999999999  0.4999999999999999  0.5145710133870328
  0.0000000000000000  0.0000000000000000  0.4854288952515258
  0.4999999999999999  0.4999999999999999  0.3703443578339567
  0.0000000000000000  0.0000000000000000  0.6296556390298843
