 Co  N   Cl 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000001  0.4611196146970881
 -0.0000000000000001  0.4999999999999999  0.5388808683908736
  0.4999999999999998  0.4999999999999999  0.5129898508264223
  0.0000000000000000 -0.0000000000000000  0.4870108277004003
  0.4999999999999998  0.4999999999999999  0.3817070623750234
 -0.0000000000000000 -0.0000000000000000  0.6182934197061245
