 Mo  Bi  Sb 
   1   1   1
Direct
 -0.0000000000000000 -0.0000000000000001  0.4973410419661520
  0.6666666666666665  0.3333333333333333  0.6074129539663049
  0.3333333333333333  0.6666666666666666  0.3952671274486603
