 Cu  O   Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000002  0.4592415959973160
  0.0000000000000000  0.5000000000000000  0.5407476985262414
  0.4999999999999999  0.5000000000000000  0.5181368629337990
 -0.0000000000000000 -0.0000000000000000  0.4818549161025588
  0.4999999999999999  0.5000000000000000  0.3712717313571577
 -0.0000000000000000 -0.0000000000000000  0.6287254035245580
