 Al  S   Br 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000001  0.4541098463573590
 -0.0000000000000002  0.5000000000000000  0.5458901344389745
  0.4999999999999998  0.5000000000000000  0.5305553850992009
 -0.0000000000000000  0.0000000000000000  0.4694445942486997
  0.4999999999999998  0.5000000000000000  0.3692492385341166
 -0.0000000000000000 -0.0000000000000000  0.6307507494509653
