 Hf  Se  Cl 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000002  0.4622862211164769
  0.0000000000000001  0.5000000000000000  0.5377135862745244
  0.4999999999999998  0.5000000000000000  0.5556967643904879
  0.0000000000000000 -0.0000000000000000  0.4443030604507489
  0.4999999999999998  0.5000000000000000  0.3765295023241776
  0.0000000000000000  0.0000000000000000  0.6234702886307890
