 Sc  Se  Cl 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4494724811705804
 -0.0000000000000000  0.5000000000000000  0.5505275256824168
  0.4999999999999999  0.5000000000000000  0.5409235580758375
  0.0000000000000000  0.0000000000000000  0.4590764157349993
  0.4999999999999999  0.5000000000000000  0.3710637863711805
 -0.0000000000000000 -0.0000000000000000  0.6289362883453360
