 Hf  N   Cl 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000000  0.4589267574733909
  0.0000000000000000  0.4999999999999999  0.5410732085235137
  0.4999999999999998  0.4999999999999999  0.5163098177857385
  0.0000000000000000  0.0000000000000000  0.4836902825075984
  0.4999999999999998  0.4999999999999999  0.3686355154639253
 -0.0000000000000000 -0.0000000000000000  0.6313644645199167
