 In  O   Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4529299975917150
  0.0000000000000000  0.4999999999999999  0.5470701665225818
  0.4999999999999999  0.4999999999999999  0.5151621463467442
  0.0000000000000000 -0.0000000000000000  0.4848377957202178
  0.4999999999999999  0.4999999999999999  0.3602498768884081
  0.0000000000000000  0.0000000000000000  0.6397501396248894
