 Ta  C   O  
   3   2   2
Direct
  0.0000000000000000  0.0000000000000000  0.4999999875007129
  0.6666666666666667  0.3333333333333330  0.6156889600394456
  0.6666666666666667  0.3333333333333330  0.3843109941517197
  0.3333333333333341  0.6666666666666661  0.5608656898876565
  0.3333333333333341  0.6666666666666661  0.4391343123053758
  0.0000000000000000  0.0000000000000000  0.6642763585710504
  0.0000000000000000  0.0000000000000000  0.3357236418333334
