 Nb  C   O  
   2   1   2
Direct
  0.3333333333333339  0.6666666666666666  0.4359957986247848
  0.6666666666666667  0.3333333333333333  0.5640042013752160
  0.0000000000000000  0.0000000000000000  0.5000000000000014
  0.3333333333333339  0.6666666666666666  0.6181314748179818
  0.6666666666666667  0.3333333333333333  0.3818685251820169
