 Ni  Se  Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000000  0.4520285377853639
  0.0000000000000000  0.4999999999999999  0.5479711492757410
  0.4999999999999999  0.4999999999999999  0.5270070490705618
  0.0000000000000001 -0.0000000000000000  0.4729926045619248
  0.4999999999999999  0.4999999999999999  0.3729507012465892
  0.0000000000000000  0.0000000000000000  0.6270491125473044
