 Hf  S   I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000004  0.4642148375369207
  0.0000000000000001  0.5000000000000000  0.5357851283637426
  0.4999999999999999  0.5000000000000000  0.5451079710145903
  0.0000000000000000 -0.0000000000000001  0.4548920030550982
  0.4999999999999999  0.5000000000000000  0.3595125967846308
  0.0000000000000000 -0.0000000000000000  0.6404873579961687
