 Ru  Se  I  
   2   2   2
Direct
  0.4999999999999998  0.0000000000000000  0.4418568263742852
  0.0000000000000000  0.5000000000000000  0.5581431752187708
  0.4999999999999998  0.5000000000000000  0.5136820059180429
 -0.0000000000000000 -0.0000000000000000  0.4863179916883368
  0.4999999999999998  0.5000000000000000  0.3539695322835887
  0.0000000000000000 -0.0000000000000000  0.6460304913113419
