 Ru  O   Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4536494220540751
 -0.0000000000000000  0.5000000000000000  0.5463507206102031
  0.4999999999999999  0.5000000000000000  0.5160253940496814
  0.0000000000000000 -0.0000000000000000  0.4839748228884954
  0.4999999999999999  0.5000000000000000  0.3744690232164117
 -0.0000000000000000 -0.0000000000000000  0.6255310329342170
