 In  O   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4527738626246817
 -0.0000000000000000  0.5000000000000000  0.5472261274374652
  0.4999999999999999  0.5000000000000000  0.5171265716958516
  0.0000000000000000 -0.0000000000000000  0.4828736375350828
  0.4999999999999999  0.5000000000000000  0.3672287234657686
 -0.0000000000000000 -0.0000000000000000  0.6327713238240776
