 Ga  S   I  
   2   2   2
Direct
  0.4999999999999998  0.0000000000000000  0.4533083095801531
 -0.0000000000000000  0.4999999999999999  0.5466917388929496
  0.4999999999999998  0.4999999999999999  0.5287172063791817
  0.0000000000000000 -0.0000000000000000  0.4712828610948339
  0.4999999999999998  0.4999999999999999  0.3569732691482297
 -0.0000000000000000  0.0000000000000000  0.6430267802247559
