 In  Se  Cl 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000001  0.4514786553391611
 -0.0000000000000000  0.5000000000000000  0.5485192573941090
  0.4999999999999998  0.5000000000000000  0.5409579358486026
 -0.0000000000000000 -0.0000000000000000  0.4590400594636580
  0.4999999999999998  0.5000000000000000  0.3681244023348342
 -0.0000000000000000 -0.0000000000000000  0.6318733457364398
