 Co  N   Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4667671846982621
  0.0000000000000001  0.5000000000000000  0.5332299009355010
  0.4999999999999999  0.5000000000000000  0.5172884793567333
  0.0000000000000000  0.0000000000000000  0.4827078931875943
  0.4999999999999999  0.5000000000000000  0.3794568964845769
  0.0000000000000000 -0.0000000000000000  0.6205460398007214
