 In  Se  I  
   2   2   2
Direct
  0.4999999999999998  0.0000000000000001  0.4495915004959375
 -0.0000000000000001  0.5000000000000000  0.5504089213989909
  0.4999999999999998  0.5000000000000000  0.5357549353581363
 -0.0000000000000000 -0.0000000000000000  0.4642455077743217
  0.4999999999999998  0.5000000000000000  0.3486771808417158
  0.0000000000000000  0.0000000000000000  0.6513234041775275
