 Ti  N   O  
   3   2   2
Direct
  0.0000000000000004  0.0000000000000005  0.4999997687719752
  0.6666666666666675  0.3333333333333336  0.6149140154593972
  0.6666666666666672  0.3333333333333334  0.3850846662771269
  0.3333333333333322  0.6666666666666667  0.5595557500926833
  0.3333333333333321  0.6666666666666666  0.4404441233501170
  0.0000000000000006  0.0000000000000006  0.6586404554165315
  0.0000000000000003  0.0000000000000003  0.3413593093653766
