 Hf  C   F  
   3   2   2
Direct
  0.0000000000000000 -0.0000000000000000  0.5000000000000007
  0.6666666666666666  0.3333333333333331  0.6109539709381197
  0.6666666666666666  0.3333333333333331  0.3890460290618785
  0.3333333333333340  0.6666666666666662  0.5633018764815479
  0.3333333333333340  0.6666666666666662  0.4366981235184542
  0.0000000000000000  0.0000000000000000  0.6699846617332567
  0.0000000000000000  0.0000000000000000  0.3300153382667432
