 Ti  C   F  
   3   2   2
Direct
 -0.0000000000000000 -0.0000000000000000  0.4999999551102575
  0.6666666666666662  0.3333333333333329  0.6061491689685627
  0.6666666666666662  0.3333333333333329  0.3938509718885618
  0.3333333333333335  0.6666666666666659  0.5588026867903374
  0.3333333333333335  0.6666666666666659  0.4411971978448125
  0.0000000000000000  0.0000000000000000  0.6629024118219505
  0.0000000000000000  0.0000000000000000  0.3370974842432242
