 Hf  Se  Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000006  0.4624841197066747
 -0.0000000000000001  0.5000000000000000  0.5375161915820021
  0.4999999999999999  0.5000000000000000  0.5542793755512164
  0.0000000000000000 -0.0000000000000000  0.4457209340304283
  0.4999999999999999  0.5000000000000000  0.3684505216716689
 -0.0000000000000000  0.0000000000000000  0.6315497898421212
