 Ti  C   F  
   2   1   2
Direct
  0.3333333333333341  0.6666666666666671  0.4423004022992684
  0.6666666666666672  0.3333333333333335  0.5576995977007295
  0.0000000000000000 -0.0000000000000000  0.4999999999999995
  0.3333333333333341  0.6666666666666671  0.6213324823192712
  0.6666666666666672  0.3333333333333335  0.3786675176807301
