 Ti  N   Br 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000000  0.4647556827138015
 -0.0000000000000001  0.5000000000000000  0.5352442959845897
  0.4999999999999998  0.5000000000000000  0.5161532507592264
 -0.0000000000000000  0.0000000000000000  0.4838468397796249
  0.4999999999999998  0.5000000000000000  0.3708025138712123
 -0.0000000000000000 -0.0000000000000000  0.6291974904525520
