 Rh  Se  I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4473687448937856
 -0.0000000000000001  0.4999999999999999  0.5526312533185342
  0.4999999999999999  0.4999999999999999  0.5224754980825619
 -0.0000000000000000  0.0000000000000000  0.4775244994065743
  0.4999999999999999  0.4999999999999999  0.3576385675418093
  0.0000000000000000  0.0000000000000000  0.6423614335940210
