 Ti  Bi  Sb 
   1   1   1
Direct
 -0.0000000000000000 -0.0000000000000001  0.4995026108059556
  0.6666666666666666  0.3333333333333334  0.6301381148403536
  0.6666666666666666  0.3333333333333334  0.3751983702924576
