 Sc  O   Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000000  0.4566890539206389
 -0.0000000000000000  0.4999999999999999  0.5433110433703585
  0.4999999999999999  0.4999999999999999  0.5129334128228098
  0.0000000000000000  0.0000000000000000  0.4870666127364116
  0.4999999999999999  0.4999999999999999  0.3633703705705267
  0.0000000000000000 -0.0000000000000000  0.6366296417337396
