 In  S   I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4493502256095301
 -0.0000000000000001  0.5000000000000000  0.5506499607131893
  0.4999999999999999  0.5000000000000000  0.5300402203451604
 -0.0000000000000000  0.0000000000000000  0.4699599520135098
  0.4999999999999999  0.5000000000000000  0.3482820704744316
  0.0000000000000000 -0.0000000000000000  0.6517180790239442
