 Ti  O   I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4744161857355219
 -0.0000000000000000  0.5000000000000000  0.5255837435204564
  0.4999999999999999  0.5000000000000000  0.5218801246471867
 -0.0000000000000000 -0.0000000000000000  0.4781200072903784
  0.4999999999999999  0.5000000000000000  0.3706261900015325
 -0.0000000000000000 -0.0000000000000000  0.6293738579572192
