 Hf  N   I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4609683068589263
 -0.0000000000000000  0.5000000000000000  0.5390316698693944
  0.4999999999999999  0.5000000000000000  0.5124370434373543
  0.0000000000000000 -0.0000000000000000  0.4875630315354199
  0.4999999999999999  0.5000000000000000  0.3530115761873455
 -0.0000000000000000 -0.0000000000000000  0.6469884090662619
