 Sc  Se  Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4499160195239084
 -0.0000000000000002  0.5000000000000000  0.5500840788378447
  0.4999999999999999  0.5000000000000000  0.5392864864014633
 -0.0000000000000000  0.0000000000000000  0.4607136076190055
  0.4999999999999999  0.5000000000000000  0.3625630970571722
  0.0000000000000000 -0.0000000000000000  0.6374370307233800
