 Co  O   Br 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000001  0.4613549438848643
 -0.0000000000000001  0.5000000000000000  0.5386416765481216
  0.4999999999999998  0.5000000000000000  0.5184893592079580
  0.0000000000000000  0.0000000000000000  0.4815072058973900
  0.4999999999999998  0.5000000000000000  0.3795313816601318
 -0.0000000000000000 -0.0000000000000000  0.6204651145300102
