 Ir  S   Cl 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000000  0.4517177889268946
  0.0000000000000000  0.5000000000000000  0.5482822448197867
  0.4999999999999998  0.5000000000000000  0.5221941339974078
  0.0000000000000000  0.0000000000000000  0.4778059007744436
  0.4999999999999998  0.5000000000000000  0.3731303307027832
 -0.0000000000000000 -0.0000000000000000  0.6268696978242000
