 Pd  S   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000002  0.4562233144741395
  0.0000000000000001  0.4999999999999999  0.5437766033284102
  0.4999999999999999  0.4999999999999999  0.5302029149635672
 -0.0000000000000001 -0.0000000000000000  0.4697970026031839
  0.4999999999999999  0.4999999999999999  0.3767701875738361
 -0.0000000000000000  0.0000000000000000  0.6232297260253078
