 Zr  C   F  
   2   1   2
Direct
  0.3333333333333339  0.6666666666666665  0.4387304681397863
  0.6666666666666660  0.3333333333333333  0.5612695318602168
 -0.0000000000000000 -0.0000000000000000  0.4999999999999963
  0.3333333333333339  0.6666666666666665  0.6274674601608238
  0.6666666666666660  0.3333333333333333  0.3725325398391697
