 Ru  S   Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000000  0.4447133441860122
 -0.0000000000000000  0.5000000000000000  0.5552866718294637
  0.4999999999999999  0.5000000000000000  0.5126415853296736
  0.0000000000000000 -0.0000000000000000  0.4873584351052581
  0.4999999999999999  0.5000000000000000  0.3606771125525297
 -0.0000000000000000 -0.0000000000000000  0.6393229012817179
